url,title,text
https://www.thetimes.co.uk/edition/scotland/scots-gps-told-not-to-meet-fever-patients-as-fears-of-coronavirus-outbreak-grow-znm0rmkb8,Scots GPs told not to meet fever patients as fears of coronavirus outbreak grow,"Scots GPs told not to meet fever patients as fears of coronavirus outbreak grow
Doctors have been told to avoid meeting patients with symptoms such as a fever or respiratory infection under guidance drawn up by Scottish health officials, to prevent an outbreak of coronavirus.
Health Protection Scotland issued updated advice on Thursday amid concern that the virus, covid-19, is likely to surface in the UK.
An 80-year-old Chinese man who died in a French hospital was confirmed yesterday as the first casualty of the epidemic outside Asia.
The Scottish guidance states that GPs must avoid contact with any patient who phones in with symptoms including fever or respiratory infection. “Clinical and travel history should be obtained and triage completed by telephone wherever possible. Contact with the patient should be avoided: this includes avoidance of face-to-face consultation and examination,”"
https://www.bbc.com/news/world-africa-52103799,Coronavirus : Fighting al - Shabab propaganda in Somalia,"Coronavirus: Fighting al-Shabab propaganda in Somalia
Muslim clerics in conflict-hit Somalia are moving to the front-line of the battle against coronavirus in a bid to counter the propaganda of militant Islamists, writes BBC Somalia analyst Mary Harper.
The al-Qaeda-linked al-Shabab group has warned Muslims to beware of infectious diseases such as coronavirus, which it says are spread ""by the crusader forces who have invaded the country and the disbelieving countries that support them"".
The militants control much of southern and central Somalia and have been a powerful force for well over a decade.
Although there have only been a handful of confirmed cases of coronavirus in Somalia so far, the authorities are deeply worried that if the disease takes hold they will be unable to cope.
Koranic schools shut
About 30 years of conflict have devastated health facilities. Hundreds of thousands of displaced people are crowded into camps, with limited access to soap and water, and no way of practising social distancing.
The message from al-Shabab only adds to the government's concerns, especially as it could oppose medical help from international aid agencies just as it resisted most food aid during the 2010-2012 famine, when more than 250,000 people were estimated to have died.
12.3 millionpopulation
6.3 millionat risk of hunger
3.1 millionneed health assistance
2.7 millionneed water and sanitation support
2.6 millionhomeless because of instability
Somalia's mainstream Muslim clerics have now decided to fight back.
Koranic schools - known as madrassas, which nearly every child in Somalia attends - have been closed to help stop the spread of the virus.
The ministries of religious affairs, health and information have been working with Muslim leaders to transform teachers and mosque Imams into what has been dubbed as an ""anti-corona army"".
""They will stand with loudspeakers at every crossroads, every gathering place, to spread the word on how to prevent the spread of Covid-19,"" says Koshin Abdi Hashi, deputy co-ordinator for the prevention and countering of violent extremism in the office of the prime minister.
""They will drive around in vehicles mounted with loudspeakers, and transmit messages from the minarets of mosques,"" he adds.
Mohamed Ali Ibrahim, a university professor and senior adviser in the ministry of religious affairs, says the messages will include religious elements.
""We will talk about hand-washing and social distancing, but also speak of how Islam encourages cleanliness, including ablutions before prayers, and how there were dangerous diseases at the time of the Prophet Muhammad.""
Islamic teachings on hygiene:
- Cleanliness is half of faith
- Wash hands before and after eating
- Wash hands after going to the toilet
- Wash hands, face and feet before each of the five daily prayers
- Bathe before main weekly prayer on Fridays
- Wash a person after death; some clerics say it is fine if this cannot be done in current circumstances
The ""anti-corona army"" will monitor people, making sure they wash their hands thoroughly and regularly with soap and water, and maintain a safe distance from one another.
Given that so many Somalis live in overcrowded camps and other dwellings, this will not always be possible.
Hand-washing facilities have been set up in some of the camps, but as Mr Hashi says: ""Social distancing is an abstract issue.""
Some believe Covid-19 is a divine punishment imposed on China for its treatment of the Muslim Uighurs""
Osman Aden Dubow, deputy minister of religious affairs, says: ""We have to use the sheikhs [religious leaders] and koranic teachers to fight this disease as they are the most respected community in Somalia.
""People trust them more than anybody else and will not only listen to what they say but follow their instructions.""
However, the religious community is going to have a hard time combating some of the coronavirus myths taking hold in Somalia.
Some believe Covid-19 is a divine punishment imposed on China for its treatment of the Muslim Uighurs.
Now that it has taken hold in the US, some say Americans are being punished because they oppress Muslims. Others simply believe that if one is a good Muslim, one cannot catch the disease.
More on Africa and the virus:
- Live tracker: Coronavirus in Africa
- Zimbabwean broadcaster died 'alone and scared'
- The Ethiopian leading the fight against the coronavirus
- Ghana mourns mass funeral ban
- The fake coronavirus stories spreading in Africa
Somalia's most senior sheikh, Ali Dheere, is adamant that the involvement of the religious community will help bust myths and encourage Somalis to do the right thing.
He says that, even though most Somalis are observant Muslims, they will understand that life cannot continue as usual.
They have been encouraged to pray at home and either not attend burials or to maintain social distance during the funeral service.
""In Islam, anything that causes harm is not permissible. Prayers have even been suspended at the holy mosques in Mecca and Medina,"" Sheikh Dheere notes.
""If a person dies from coronavirus and it is not safe to wash the body, our religion allows someone to be buried without being washed,"" he adds.
Ceasefire plea
There are fears that al-Shabab will try to exploit some of the religious leaders' initiatives for their own advantage.
For example, they could attack the decision to close koranic schools or adapt religious practices.
They could step up their campaign to blame ""infidel"" foreign lands for bringing the virus to Somalia, as those initially infected with Covid-19 came from abroad.
However, some believe al-Shabab might lose support if coronavirus takes hold in the regions it controls, as it has even more basic health facilities than those in many government-controlled areas.
UN Secretary General António Guterres has called for a ""global ceasefire"" in the face of the pandemic.
The warring parties in Yemen have agreed to stop fighting; separatists in mainly English-speaking Cameroon have declared a temporary ceasefire.
But diplomats doubt that al-Shabab will lay down its arms, as the group has continued to carry out attacks since the World Health Organization (WHO) declared coronavirus a global pandemic.
But there is hope that the outbreak could open the door to negotiations, in order to prevent mass deaths.
Low-level discussions have previously taken place during humanitarian crises to enable the delivery of some food aid and other assistance.
Optimists believe similar talks to help contain the spread of the virus could take place, and develop into more substantial negotiations, perhaps eventually leading to compromise and an end to the long years of conflict.
- A SIMPLE GUIDE: How do I protect myself?
- AVOIDING CONTACT: The rules on self-isolation and exercise
- LOOK-UP TOOL: Check cases in your area
- MAPS AND CHARTS: Visual guide to the outbreak
- VIDEO: The 20-second hand wash
- STRESS: How to look after your mental health"
https://www.thetimes.co.uk/edition/business/engineer-fears-china-virus-impact-cv32x0t3s,Engineer fears China virus impact,"Engineer fears China virus impact
A British engineering group that specialises in performance measurement has reported a slowdown in Chinese activity as the coronavirus crisis continues to hamper industrial production and demand.
Spectris said it had been “experiencing less activity” in China, where it has two manufacturing sites and generates just over tenth of its sales.
Andrew Heath, chief executive, said he expected markets to “remain challenging” in the first half of 2020 even without a “material impact” from Covid-19. “We expect limited top-line growth,” he told investors.
The FTSE 250 business, which dates back more than a century, started as a manufacturer of seaplanes and became a producer of high quality instruments for use in laboratories and on production lines. It has 9,000 staff and operates in more"
https://www.theguardian.com/world/live/2020/feb/21/coronavirus-live-updates-china-wuhan-hubei-south-korea-cases-infections-death-toll-outbreak-diamond-princess-latest-news,Coronavirus : South Korean PM vows  swift  action as infections escalate – live updates,"Here’s a summary of what’s happened so far on Friday.
- 450 more passengers disembarked from the Diamond Princess.
- Two Australians passengers who were repatriated from Japan tested positive for the virus after arriving home.
- Another doctor in Wuhan died from the virus. He was 29.
- South Korea reported a big jump in confirmed cases, to 156, as it added 52 new cases on Friday. The vast majority of new cases were in the city of Daegu, where special measures were put in place to control the virus’s spread.
- New cases in China reported on Friday totalled 1,109, up from 394 reported on Thursday. The total numbers of infections stands at 75,685.
- China reported 118 deaths nationally, taking total deaths from the outbreak to 2,236.
- 500 Chinese prisoners are infected with Covid-19, across three provinces. This includes 230 inmates at Wuhan’s Women’s Prison, where the director was sacked."
https://yle.fi/uutiset/osasto/news/finnair_issues_profit_warning_over_covid-19_fears/11232997,Finnair issues profit warning over Covid - 19 fears,"Finnair issues profit warning over Covid-19 fears
The national carrier said it may have to begin temporary lay-offs as demand sinks on its crucial Asian routes.
Majority state-owned carrier Finnair issued a profit warning on Friday morning, citing ""the fast-developing situation with the coronavirus and its wider than originally estimated impact on the global aviation market"".
The flag carrier predicted that its comparable operating result for the first quarter of this year will be lower than that from a year earlier.
Finnair now expects the situation to lead to lower demand and revenue in the second quarter of this year as well.
In early February, Finnair predicted that the direct financial impact of coronavirus during the first quarter would be ""relatively limited"" even if the cancellations of its flights to and from mainland China continued until the end of the quarter, i.e. late March.
Two weeks ago Finnair cancelled all flights to and from mainland China until 28 March due to the spread of the Covid-19 disease.
""As the coronavirus situation has entered a new phase with outbreaks in several new countries, we will take appropriate measures to adapt our costs, operations and resources to better match our revenues. While the spread of the coronavirus has had a limited impact on our operations so far, we now see a negative impact on demand,"" Finnair CEO Topi Manner said in a statement.
The airline also withdrew an earlier forecast that its capacity would grow by around four percent this year.
Finnair said it is looking into ways to cut costs by 40-50 million euros, focusing on personnel, sales and marketing activities as well as development initiatives.
The company earlier said it might furlough pilots but now says that personnel measures may affect all personnel, as well as recruitment.
Shares prices slump in Helsinki
Finnair's share price was down by around four percent as the Helsinki Stock Exchange opened on Friday morning.
In the early afternoon it was down by 2.8 percent. The whole OMX index was down by 3.5 percent, with major stocks such as Nokia, Kone, Stora Enso, Nordea and Wärtsilä faring worse than Finnair.
Finnair shares have lost almost a quarter of their value since 11 February amid worries over the virus's impact on the airline's crucial Asian routes.
At least two other European airlines also issued coronavirus-related warnings on Friday, with British Airways owner IAG, like Finnair, warning of a hit to profits and easyJet reporting a big drop in demand into and out of a virus-affected region in Italy. All three carriers announced cost cuts to help weather the storm."
https://news.err.ee/1063098/online-store-orders-up-severalfold-due-to-coronavirus-outbreak,Online store orders up severalfold due to coronavirus outbreak,"Online store orders up severalfold due to coronavirus outbreak ({{contentCtrl.commentsTotal}})
In connection with the novel coronavirus outbreak in Estonia, online stores are seeing a significant increase in orders. Barbora, the online store owned by retailer Maxima Group, is also now offering contactless home delivery to its customers in order to combat the spread of the virus.
If a customer has chosen contactless delivery at online checkout, the Barbora courier will deliver the customer's order to the front door of an apartment or private residence and contact the customer to alert them that their order has arrived.
This service can only be utilized if the order does not include any alcoholic beverages and has been prepaid by online bank transfer.
The number of orders received by Prisma Peremarket's online store has skyrocketed as well, with the most popular items being ordered including hygiene products and non-perishable food. The price of an average order has also increased 30-40 percent.
E-Selver's online orders have likewise tripled, and Selver has responded by internally recruiting additional personnel to fulfill orders and reduce home delivery wait times.
The Health Board confirmed four new cases of coronavirus disease (COVID-19) in Estonia on Wednesday, bringing the total number of cases in the country to 17.
-
Download the ERR News app for Android and iOS now and never miss an update!
Editor: Aili Vahtla"
https://www.themoscowtimes.com/2020/04/29/kremlin-using-virus-outbreak-to-push-through-putins-reforms-proekt-a70136,Kremlin Using Virus Outbreak to Push Through Putin Reforms : Proekt,"The Kremlin is attempting to take advantage of Russia’s coronavirus outbreak to maintain President Vladimir Putin’s popularity and ensure that the public votes for his constitutional reforms, the Proekt investigative outlet reported Wednesday, citing unnamed federal officials.
The reforms would potentially allow Putin, 67, to extend his 20-year rule into 2036. Putin postponed a public vote for the constitutional amendments, originally scheduled for last Wednesday, and declared a “non-working” period after Russia saw a sharp spike in Covid-19 infections.
Here are the key takeaways from Proekt’s investigation:
Kiriyenko kickstart
— Sergei Kiriyenko, Putin’s first deputy chief of staff who’s in charge of the constitutional reforms vote, tested positive for Covid-19 in mid-April, Proekt said. Kiriyenko reportedly recovered in three days and his second and third tests were negative.
— Before that, the presidential administration’s domestic policy bloc, which is responsible for elections and voting, had actively opposed introducing quarantine measures that would disrupt its fully formed plan for the April 22 vote.
— A “panicked” mayor’s office in Moscow, the epicenter of Russia’s Covid-19 outbreak, served as another key factor that ultimately led Putin to postpone the vote. It will now either be held in June or sometime this fall.
— Everyone in the presidential administration’s domestic policy bloc now gets tested for Covid-19 at least once a week. At the cabinet level, only those who directly contact Prime Minister Mikhail Mishustin get tested for Covid-19. The other staffers are required to wear face masks.
PR for Putin
— The Kremlin reportedly watched with irritation as social media users and opposition activists speculated about Putin’s alleged self-isolation during the outbreak in mid-March.
— With Putin’s public approval ratings dipping during his four-day stay in Crimea as Western leaders actively communicated with their populations regarding the pandemic, a federal official recalled that “we need to do something too.” In the ensuing days, Putin visited Russia’s top coronavirus hospital in Moscow and declared a nationwide paid “non-working” period.
— Putin’s public address led to a bump in the polls. Thereafter, the Kremlin reportedly developed a strategy to maintain the public’s loyalty toward the authorities. It included Putin regularly addressing the public and daily news reports showing him discussing efforts to fight the Covid-19 outbreak with officials.
— The good-PR strategy extended to ordering Prime Minister Mikhail Mishustin to cede his scheduled remarks announcing support measures for citizens and businesses to Putin in mid-April.
— “It’s important to come out of this so that the people would understand that nothing would have happened without the leader,” an unnamed federal official was quoted as saying.
Overshadowing Sobyanin
— Moscow Mayor Sergei Sobyanin’s skyrocketing visibility amid the outbreak, which was reflected in public trustworthiness ratings, irked both Mishustin and the Kremlin. Putin’s public approval ratings, meanwhile, slightly dipped amid talk of his absence.
— Officials and state-backed journalists now present Sobyanin’s actions as “the advancement of presidential instructions” as part of the Kremlin’s strategy to ensure good PR for Putin.
Regional loyalty
— Kiriyenko’s domestic policy bloc apparently distributed guidelines to regional authorities on boosting voter loyalty at the height of the Covid-19 outbreak. These included blocking negative news online, attracting elderly voters through online classes, recruiting volunteers and organizing online challenges and flash mobs.
— While some regions attempted to act on some of the ideas, others froze preparations for the vote on Putin’s constitutional reforms, citing their focus on dealing with the Covid-19 outbreak."
https://yle.fi/uutiset/osasto/news/doctors_urge_flu_shots_before_epidemic_peaks/11203467,Doctors urge flu shots before epidemic peaks,"Doctors urge flu shots before epidemic peaks
Influenza season is expected to peak in March in the Uusimaa region, which includes Helsinki.
This winter's influenza season will become more active over the next few weeks, predicts Eeva Ruotsalainen, deputy chief physician of the infectious diseases division of Helsinki University Central Hospital (HUCH, also known as HUS).
""So far 19 people have been in intensive care or monitoring in the HUCH region. About 80 percent of them have had underlying conditions and were not vaccinated,"" she tells Yle.
Three of this season's intensive care patients have died.
""The mortality rate is 16 percent, which is quite high. On an annual basis, the mortality rate of patients in intensive care or being monitored for influenza varies between 10 and 20 percent,"" she explains.
Ruotsalainen particularly urges those in risk groups to get flu jabs from their local health centres. The risk groups are small children, people over age 65, pregnant women and anyone with an underlying serious disease. It takes about two weeks for the inoculation to provide full protection.
""The influenza season is expected to reach its height in March, so there is certainly still time to get vaccinated,"" she says.
Protection against four viruses – but not novel corona
The Finnish Institute for Health and Welfare (THL) has imported about 1.7 million injection doses of influenza vaccine to be administered free of charge to those in risk groups and their immediate circles, as well as 116,000 doses for children in the form of a nasal spray.
Ruotsalainen says that some 700,000 injection doses remain unused.
""About 1.03 million shots have been administered around the country,"" she says. ""At the moment about half of those over 65 have been inoculated, along with about a third of children under age seven.""
The seasonal flu shot is a quadrivalent, meaning it provides protection against four different flu viruses that are now circulating in Finland and elsewhere in the world, but these do not include the new form of coronavirus. Only one case of that illness has been confirmed in Finland.
""It protects against two A viruses and two B viruses. For instance, one of them is AH1N1, a progeny of swine flu that is now circulating as a seasonal flu, and seems to be proliferating here in Finland this season,"" says Ruotsalainen.
EDIT 11.2.2020: The headline on this story originally suggested there was a 16 percent mortality rate from flu in Helsinki. That has now been removed from the headline."
https://www.bbc.com/news/av/world-us-canada-52232382/coronavirus-seven-people-stuck-in-a-lift-then-one-coughs,Coronavirus : Seven people stuck in a lift . Then one coughs ... ,"Coronavirus: Seven people stuck in a lift. Then one coughs...
Corona: Fear is a Virus tells the story of seven people trapped in a lift and the chaos that ensues when one of them starts to cough.
It's thought to be the first film about the disease. Its Canadian director, Mostafa Keshvari, talked to the BBC's Tom Brook.
- 09 Apr 2020"
https://www.economist.com/graphic-detail/2020/04/16/tracking-covid-19-excess-deaths-across-countries,Daily chart - Tracking covid - 19 excess deaths across countries | Graphic detail,"AS COVID-19 has spread around the world, people have become grimly familiar with the death tolls that their governments publish each day. Unfortunately, these tend to under-count the true number of fatalities that the disease has already caused. In many places, official daily figures exclude anybody who did not die in hospital or who did not test positive. Often the cause of death takes several days to establish and report, which creates a lag in the data. And even the most complete covid-19 records will not count people who were killed by conditions that might normally have been treated, had hospitals not been overwhelmed by a surge of patients needing intensive care.
[Jump to Lombardy, Spain, France, England and Wales, Netherlands, Sweden, Belgium, Austria, New York City, Jakarta or Istanbul]
A better way to measure the damage caused by such a medical crisis is to look at “excess mortality”: the gap between the total number of people who died from any cause, and the historical average for the same place and time of year. The charts below use data from EuroMOMO, a network of epidemiologists who collect weekly reports on deaths from all causes in 24 European countries, covering 350m people.
Compared to the baseline average of deaths from 2009-19, the flu seasons of 2017, 2018 and 2019 were all unusually lethal. But the covid-19 pandemic, which arrived much later in the year, has already reached a higher peak—and would have been far more damaging without social-distancing measures. EuroMOMO’s figures suggest that there were about 120,000 excess deaths between March 16th and April 19th.
We cannot compare EuroMOMO’s reports directly to official covid-19 tolls, because the organisation does not publish absolute numbers of deaths for each country. Instead, we have gathered data separately from statistical bureaus around the world (see table below). Some Western nations began releasing regular updates in early April, as we first reported at the time. A few—such as Italy and the Netherlands—show an excess of deaths that is double the official covid-19 tally for the same period.
That discrepancy will surely be greater in poorer countries, which have less capacity for testing and treating patients. For example, data about burials in Jakarta, Indonesia’s capital, suggest that the official covid-19 figures in March might have captured only 5% of the true toll. As more places start to publish their total mortality figures, The Economist will report and analyse them on this page.
Italy was the first European country to be overrun by the virus. On April 27th its official count of covid-19 deaths was nearly 27,000. Yet the true toll is much higher. Giorgio Gori, the mayor of Bergamo, a northern town hit especially hard, has said that the daily data are “the tip of the iceberg…too many victims are not included in the reports because they die at home.” The official covid-19 tally, published by the ministry of health, includes only people who tested positive before passing away.
So far, Italy’s national statistical bureau has published figures of deaths from all causes for only 1,700 of the country’s 7,900 municipalities, covering the period until April 4th. We have analysed a sample of these areas, including Bergamo, which contain 7.2m of the 10m residents in Lombardy, the worst-affected region. Between March 1st (the week Lombardy passed 50 official fatalities) and April 4th, this sample suffered about 6,100 official covid-19 deaths, according to our estimate. In the same period, it registered 12,800 excess deaths. This suggests that the official numbers captured 48% of the true estimated excess.
Spain has experienced a similar outbreak, with its official death toll nearing 24,000 on April 27th, according to data from hospitals. Like Italy, the country’s overall mortality data imply that the actual number is higher, although the extent of the undercounting is less severe.
Spain’s national epidemiology centre is publishing figures for deaths from all causes. Between March 11th (the week Spain passed 50 official fatalities) and April 14th, the country recorded 18,000 official covid-19 deaths. In the same period it registered 26,800 excess deaths. This suggests that the official numbers captured 67% of the estimated excess.
France’s official death toll accelerated rapidly in April, after its central health authority began including people who died in nursing and care homes. By April 27th, nearly 40% of the 23,000 recorded national fatalities came from such institutions. Our chart for the whole of France includes these extra numbers. But our charts for individual regions do not, because the care-home data have not yet been broken down geographically.
France’s national statistical bureau has published figures for deaths from all causes up to April 13th. Between March 10th (the week France passed 50 official fatalities) and April 13th, the country recorded 14,900 official covid-19 deaths, including those from care homes. In the same period it registered 17,400 excess deaths. This suggests that the official numbers captured 86% of the estimated excess.
Britain’s daily covid-19 toll, which is published by the health ministry and based on submissions from hospitals, reached 21,000 on April 27th. However, the national statistical bureau has produced an expanded covid-19 estimate after analysing the probable causes mentioned on death certificates up to April 17th. These revised numbers are shown in our charts.
Between March 14th (the week England and Wales passed 50 official fatalities) and April 17th, the region recorded 19,100 official covid-19 deaths, according to the revised estimate. In the same period it registered 27,000 excess deaths. This suggests that the official numbers captured 71% of the estimated excess.
The official covid-19 death toll in the Netherlands stood at 4,500 on April 27th. However, the national institute for public health, which publishes the daily figures, includes only people who have tested positive for the virus (often with a delay).
The Dutch national statistical bureau has published figures for deaths from all causes up to April 19th. Between March 16th (the week the Netherlands passed 50 official fatalities) and April 19th, the country recorded 3,700 official covid-19 deaths. In the same period it registered 7,600 excess deaths. This suggests that the official numbers captured 48% of the estimated excess.
Sweden’s approach to fighting the virus has received much attention, as it is one of the few Western countries that has not enforced a widespread lockdown. On April 27th its official covid-19 death toll was just 2,300, counting only people who had tested positive before passing away.
The Swedish national statistical bureau is publishing regular figures for deaths from all causes. Between March 25th (the week Sweden passed 50 official fatalities) and April 7th the country recorded 1,500 official covid-19 deaths. In the same period it registered 1,700 excess deaths. This suggests that the official numbers captured 90% of the estimated excess.
After adjusting for population, Belgium has one of the highest official covid-19 death tolls in the world. On April 27th it stood at 7,200. The country’s health experts have pointed out that this high number includes victims who had coronavirus-like symptoms but did not test positive (many of whom died outside of hospitals). The official covid-19 figures have also been retrospectively adjusted to list deaths on the day they happened, rather than the day they were eventually reported.
The Belgian national health institute has also released figures for deaths from all causes, up to April 12th. Between March 16th (the week Belgium passed 50 official fatalities) and April 12th the country recorded 4,500 official covid-19 deaths. In the same period it registered 4,900 excess deaths. This suggests that the official numbers captured 93% of the estimated excess.
Like neighbouring Germany (which has yet to release recent total mortality data), Austria locked down early and has suffered relatively few deaths from the virus. On April 27th its official covid-19 death toll was less than 600, counting only people who had tested positive before passing away.
The Austrian national statistical bureau has released figures for deaths from all causes, up to April 5th. Between March 23rd (the week Austria passed 50 official fatalities) and April 5th the country recorded 188 official covid-19 deaths. In the same period it registered 330 excess deaths. This suggests that the official numbers captured 57% of the estimated excess.
After trailing behind the death tolls of many European countries at first, America’s official death count has risen sharply. By April 27th it had recorded nearly 55,000 victims, more than any other country. Though most American states do not publish recent records of deaths from all causes, the city of New York, the worst-affected area, has provided weekly data up to April 11th.
New York’s health department has also adopted a similar approach to Britain’s statisticians, by expanding its definition of covid-19 fatalities and analysing death certificates retrospectively. As of April 27th, it has found an additional 5,200 people who had “probably” died of the virus, along with the 11,700 victims who had tested positive at that point. We have included these revised figures in our chart.
Between March 15th (the week New York passed 50 official fatalities) and April 11th, the city recorded 10,300 official covid-19 deaths, according to the revised estimate. In the same period it registered 11,000 excess deaths. This suggests that the official numbers, after including “probable” covid-19 fatalities, account for nearly all the excess deaths.
Indonesia is one of the first developing countries to have released data about excess mortality—not an official count of deaths from all causes, but instead a tally of burials from Jakarta's department of parks and cemeteries. Typically, the department records about 2,800 burials a month (accounting for roughly 75% of all people who die in the city). But in March, the department reported 4,400 burials, suggesting an excess of at least 1,600 fatalities.
Although Jakarta has been the epicentre of the covid-19 outbreak in Indonesia, at the end of March its official death toll was just 84, barely 5% as high as the excess burials. Even on April 19th, the city’s official tally of dead was still only 290. This suggests that the country is drastically under-counting the severity of the outbreak.
Recep Tayyip Erdogan, Turkey’s president, insists that his government has taken every precaution to fight covid-19, despite not imposing a full lockdown. On April 27th the country’s official death toll stood at 2,900. The last time the government produced a regional breakdown of the figures, on April 1st, Istanbul had roughly 40% of the nation’s deaths and 55% of confirmed cases.
However, data about burials from the city’s government suggest that between March 22nd and April 25th Istanbul suffered at least 3,100 excess deaths, when compared to the same period in previous years. If we assume that the city has had roughly 1,300 of Turkey’s official covid-19 deaths, this means that the government’s reported figures only cover 45% of the estimated excess.
Sources: ECDC; ISTAT; Ministero della Salute; Instituto de Salud Carlos III; Datadista; INSEE; Santé Publique France; ONS; Centraal Bureau van Statistiek; CDC; New York City Health; Provinsi DKI Jakarta; Statistiska Centralbyran; Epistat; Sciensano; Statistik Austria; Istanbul Metropolitan Municipality"
